dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,regime,indexacao,assuntoGeral,norma,tema,linksOrigem,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,952,1973,DEPUTADO JOÃO PEDRO GUSTIN                 ARENA,"FIXA NORMAS PARA CONCESSÃO E PAGAMENTO, PELA SECRETARIA DE ESTADO
DA FAZENDA E PELA LOTERIA DO ESTADO DE MINAS GERAIS, DE SUBVENÇÕES
DESTINADAS A COLÉGIOS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-11-24,000148595,PL. 952 1973 - PROJETO DE LEI,1462,ARQUIVO,19750131,20090331,0842,m17663,1973-11-22,"list(passo = 1, data = ""1973-11-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1974 COM EMENDA.\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 10 5 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 8 6 1974\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO, EM 15 4 1975, RECEBEU O NÚMERO PL 61 1975."")","list(expressao = ""(PL adj '61' adj 1975[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 61 1975"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2761%27+adj+1975%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 61, ano = 1975)",list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,951,1973,DEPUTADO JOÃO PEDRO GUSTIN                 ARENA,"DECLARA DE UTILIDADE PÚBLICA E EQUIPARA ÀS ENTIDADES FILANTRÓPICAS
OS ESTABELECIMENTOS DE ENSINO REGULAR.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-24,000148596,PL. 951 1973 - PROJETO DE LEI,1462,NA,NA,20120308,1419,rosanacf,1973-11-22,"list(passo = 1, data = ""1973-11-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 6 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 8 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 8 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MARCOS TITO\nPERDEU PRAZO\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 28 6 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 23 8 1974\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO EM 11 9 1974.\nVETO TOTAL MANTIDO."")",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ESTABELECIMENTO DE ENSINO, EQUIPARAÇÃO, INSTITUIÇÃO
BENEFICENTE.","UTILIDADE PÚBLICA
ESTABELECIMENTO DE ENSINO",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,950,1973,DEPUTADO CYRO MACIEL                       ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""GRANDE ORIENTE DE MINAS GERAIS"",
COM SEDE EM BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-11-24,000148597,PL. 950 1973 - PROJETO DE LEI,287,ARQUIVO,19750131,20120307,1440,rosanacf,1973-11-22,"list(passo = 1, data = ""1973-11-22"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 287, nome = ""DEPUTADO CYRO MACIEL"", partido = ""ARENA"")",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",UTILIDADE PÚBLICA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,949,1973,DEPUTADO JOÃO PEDRO GUSTIN                 ARENA,CONCEDE SUBVENÇÕES A DIVERSAS INSTITUIÇÕES.,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-21,000148598,PL. 949 1973 - PROJETO DE LEI,1462,NA,NA,19980101,NA,Carga,1973-11-20,"list(passo = 1, data = ""1973-11-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1973 COM EMENDA.\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 24 11 1973\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 28 11 1973\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 30 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 10 1 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 1 1974"")",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6278 1974 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6278/1974,LEI 6278 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,948,1973,DEPUTADO JOSÉ HONÓRIO                      ARENA,"DECLARA DE UTILIDADE PÚBLICA O CENTRO SOCIAL DE EDUCAÇÃO E SAÚDE
E ASSISTÊNCIA A MENORES DE CARRANCAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-21,000148599,PL. 948 1973 - PROJETO DE LEI,787,NA,NA,20120307,1440,rosanacf,1973-11-19,"list(passo = 1, data = ""1973-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 4 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 5 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 23 11 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 27 3 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 1 5 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 5 1974"")",list(),list(),N,"list(id = 787, nome = ""DEPUTADO JOSÉ HONÓRIO"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARRANCAS.",UTILIDADE PÚBLICA,LEI 6313 1974 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6313/1974,LEI 6313 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,947,1973,DEPUTADO VICENTE GUABIROBA                 ARENA,"DÁ À FUNDAÇÃO UNIVERSIDADE DO VALE DO JEQUITINHONHA SEDIADA EM
DIAMANTINA, O NOME DE FUNDAÇÃO EDUCACIONAL DO VALE DO
JEQUITINHONHA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-21,000148600,PL. 947 1973 - PROJETO DE LEI,1464,NA,NA,19980101,NA,Carga,1973-11-19,"list(passo = 1, data = ""1973-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. RUY DA COSTA VAL\nPUBLICAÇÃO: 23 11 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RUY DA COSTA VAL\nPUBLICAÇÃO: 30 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1973"")",list(),list(),N,"list(id = 1464, nome = ""DEPUTADO VICENTE GUABIROBA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6270 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6270/1973,LEI 6270 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,946,1973,GOVERNADOR DO ESTADO,"AUTORIZA A FUNDAÇÃO EDUCACIONAL DO BEM-ESTAR DO MENOR A ALIENAR
IMÓVEL (NO INSTITUTO AGRONÔMICO).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-21,000148601,PL. 946 1973 - PROJETO DE LEI,NA,NA,NA,19980101,NA,Carga,1973-11-19,"list(passo = 1, data = ""1973-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1973\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 29 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1973"")",list(),list(),N,NULL,DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6244 1973 - LEI ORDINÁRIA,NA,"list(descricao = ""MSG 353 1973"")",NA,/legislacao/mineira/LEI/6244/1973,LEI 6244 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,945,1973,GOVERNADOR DO ESTADO,"ESTABELECE A ORGANIZAÇÃO DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS
GERAIS E DÁ OUTRAS PROVIDÊNCIAS.",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-20,000148602,PL. 945 1973 - PROJETO DE LEI,,NA,NA,20131021,1535,rosanacf,1973-11-19,"list(passo = 1, data = ""1973-11-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1973\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 24 11 1973\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 28 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 6 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 12 1973\nVETADO PARCIALMENTE.\nVETO PARCIAL MANTIDO."")",list(),list(),N,NULL,DELIBERAÇÃO DE PLENÁRIO,NA,"MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS (MPMG)
ORGANIZAÇÃO ADMINISTRATIVA",LEI 6276 1973 - LEI ORDINÁRIA,ADMINISTRAÇÃO PÚBLICA,"list(descricao = ""MSG 352 1973"")",NA,/legislacao/mineira/LEI/6276/1973,LEI 6276 1973 - LEI ORDINÁRIA,PRL 6836 1973
Remissivo,PROJETO DE LEI,PL,944,1973,DEPUTADO JOÃO BELLO                        ARENA,DÁ A UM POSTO DE SAÚDE DE DIVINO O NOME DE DR. NELSON MEIRELES.,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-17,000148603,PL. 944 1973 - PROJETO DE LEI,310,NA,NA,19980101,NA,Carga,1973-11-14,"list(passo = 1, data = ""1973-11-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 4 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 5 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 21 11 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 27 3 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 1 5 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 6 1974"")",list(),list(),N,"list(id = 310, nome = ""DEPUTADO JOÃO BELLO"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6322 1974 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6322/1974,LEI 6322 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,943,1973,DEPUTADO JOÃO FERRAZ                       ARENA,"ALTERA O DECRETO-LEI 1627, DE 12 1 1946, E DÁ OUTRAS
PROVIDÊNCIAS.
(DISPÕE SOBRE A DOAÇÃO DE IMÓVEL AO CRUZEIRO ESPORTE CLUBE).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-14,000148604,PL. 943 1973 - PROJETO DE LEI,1171,NA,NA,19980101,NA,Carga,1973-11-13,"list(passo = 1, data = ""1973-11-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1973\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA).\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 15 11 1973\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 21 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 27 11 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1973"")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6224 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6224/1973,LEI 6224 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,942,1973,DEPUTADO SAMIR TANNÚS                      ARENA,"DÁ DENOMINAÇÃO AO SEGUNDO GRUPO ESCOLAR DA CIDADE DE CANÁPOLIS (""JOSÉ
EZEQUIEL DE QUEIROZ"").",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-14,000148605,PL. 942 1973 - PROJETO DE LEI,1463,NA,NA,20120516,1708,rosanacf,1973-11-12,"list(passo = 1, data = ""1973-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 21 11 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 30 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 12 1973"")",list(),list(),N,"list(id = 1463, nome = ""DEPUTADO SAMIR TANNÚS"", partido = ""ARENA"")",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CANÁPOLIS.","PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6267 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6267/1973,LEI 6267 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,941,1973,DEPUTADO EDGARD DE VASCONCELOS             ARENA,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE MANTENEDORA DO GINÁSIO E
COLÉGIO NORMAL DE BARREIRA GRANDE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-11-14,000148606,PL. 941 1973 - PROJETO DE LEI,941,ARQUIVO,19750131,20120307,1437,rosanacf,1973-11-12,"list(passo = 1, data = ""1973-11-12"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 941, nome = ""DEPUTADO EDGARD DE VASCONCELOS"", partido = ""ARENA"")",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TRÊS MARIAS.",UTILIDADE PÚBLICA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,940,1973,GOVERNADOR DO ESTADO,"DÁ NOVA REDAÇÃO AO PARÁGRAFO ÚNICO DO ART. 5 E ART. 6
DA LEI 5721, DE 25 6 1971. (TRANSFERE A PRESIDÊNCIA DO CONSELHO
SUPERIOR
DE ADMINISTRAÇÃO DA COMPANHIA DE DISTRITOS INDUSTRIAIS DE MINAS GERAIS
-
CDI-MG - DO CONSELHO ESTADUAL DE DESENVOLVIMENTO PARA A SECRETARIA DE
ESTADO DA INDÚSTRIA, COMÉRCIO E TURISMO E LIMITA EM ATÉ QUATRO O
NÚMERO
DE DIRETORES DA COMPANHIA CITADA).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-14,000148607,PL. 940 1973 - PROJETO DE LEI,,NA,NA,20171004,1218,zigoni,1973-11-12,"list(passo = 1, data = ""1973-11-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1973\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 22 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 12 1973."")",list(),list(),N,NULL,DELIBERAÇÃO DE PLENÁRIO,NA,"EMPRESA PÚBLICA
INDÚSTRIA",LEI 6222 1973 - LEI ORDINÁRIA,"ADMINISTRAÇÃO PÚBLICA
INDÚSTRIA, COMÉRCIO E SERVIÇOS","list(descricao = ""MSG 351 1973"")",LEI 5721 1971 - LEI ORDINÁRIA,/legislacao/mineira/LEI/6222/1973,LEI 6222 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,939,1973,DEPUTADO GERALDO QUINTÃO                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A ""SOCIEDADE ANTROPÓFILA ""A JOANÉSIA""
(S.A.N.A.I.)"", COM SEDE NA CIDADE DE JOANÉSIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-10,000148608,PL. 939 1973 - PROJETO DE LEI,750,NA,NA,20120307,1425,rosanacf,1973-11-08,"list(passo = 1, data = ""1973-11-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 3 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 4 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 5 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 22 11 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 27 3 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 1 5 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 5 1974"")",list(),list(),N,"list(id = 750, nome = ""DEPUTADO GERALDO QUINTÃO"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JOANÉSIA.",UTILIDADE PÚBLICA,LEI 6315 1974 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6315/1974,LEI 6315 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,938,1973,DEPUTADO HAROLDO LOPES DA COSTA            MDB,"DECLARA DE UTILIDADE PÚBLICA O ""RESPLENDOR FUTEBOL CLUBE"", COM SEDE NA
CIDADE DE NOVA LIMA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-11-10,000148609,PL. 938 1973 - PROJETO DE LEI,1473,NA,NA,20120307,1420,rosanacf,1973-11-08,"list(passo = 1, data = ""1973-11-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 4 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 5 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 5 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 27 3 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 20 4 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 16 5 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 6 1974"")",list(),list(),N,"list(id = 1473, nome = ""DEPUTADO HAROLDO LOPES DA COSTA"", partido = ""MDB"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, NOVA LIMA.",UTILIDADE PÚBLICA,LEI 6326 1974 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6326/1974,LEI 6326 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,937,1973,DEPUTADO GERARDO RENAULT                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO OLÍMPICA DE LAVRAS, DE
LAVRAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-11-08,000148610,PL. 937 1973 - PROJETO DE LEI,1176,NA,NA,20120307,1419,rosanacf,1973-11-06,"list(passo = 1, data = ""1973-11-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nANEXADO AO PROJETO DE LEI 910 1973, NOS TERMOS DO PARÁGRAFO ÚNICO\nDO ART. 168, DO RI.\nPL 910 1973: TRANSFORMADO NA LEI 6427 1974."")","list(expressao = ""(PL adj '910' adj 1973[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 910 1973"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27910%27+adj+1973%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 910, ano = 1973)",list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, LAVRAS.",UTILIDADE PÚBLICA,NA,NA,NULL,NA,NA,NA,NA
